Raman shift [cm-1],Al 1x10-2 M,,,,,,AuAgBC 1x10-15 M,,,,,
,S1,S2,S3,Mean,SD,CV,S1,S2,S3,Mean,SD,CV
1398.31241,106.70069,284.03442,48.8054,146.5135,100.0732,68.30305741,87.1922,113.4531,728.93386,309.85972,296.5240404,95.69622035
1399.25958,104.67711,290.92122,43.14004,146.24612,105.3402913,72.02946051,75.94846,82.22295,652.61182,270.2610767,270.3749378,100.0421301
1400.20657,99.16743,305.12284,63.40775,155.89934,106.5220741,68.32746954,54.27653,62.08637,576.28774,230.8835467,244.2584573,105.792925
1401.15341,90.40868,316.59909,67.82506,158.27761,112.3291985,70.9697338,36.43177,50.33483,502.37562,196.38074,216.4454877,110.2172686
1402.10008,79.54683,317.76233,63.41053,153.57323,116.2859707,75.72020897,31.50814,45.21261,433.34043,170.0203933,186.2794217,109.5629871
1403.04658,68.18134,316.38019,61.77992,148.78048,118.5397002,79.67422893,26.83571,45.69122,370.69883,147.74192,157.8421582,106.8364065
1403.99293,57.75435,324.50948,82.84507,155.0363,120.2726212,77.57707143,29.54239,47.72018,314.37165,130.54474,130.1969217,99.73356393
1404.93911,49.12056,340.78913,81.14485,157.01818,130.6017109,83.17617164,35.53392,50.27035,262.79065,116.1983067,103.8308783,89.35661912
1405.88512,42.46169,349.92524,107.85067,166.74587,132.249617,79.3120795,44.7352,60.86388,213.87232,106.4904667,76.21539826,71.57016083
1406.83098,37.49165,337.75077,140.79852,172.01365,124.551657,72.40800773,50.62534,79.14822,166.37692,98.71682667,49.23958329,49.87962534
1407.77667,33.77131,304.42119,130.60186,156.26479,111.9725524,71.65565091,43.77253,89.18958,120.765,84.57570333,31.60090719,37.36404894
1408.72219,30.93505,264.65691,138.16441,144.58546,95.52451462,66.06785677,44.10007,82.95991,78.97286,68.67761333,17.45500633,25.4158604
1409.66756,28.73891,235.43829,183.49235,149.22318,87.79498946,58.83468604,50.63638,74.95988,43.45333,56.34986333,13.48205207,23.92561627
1410.61276,27.01564,221.7868,202.31913,150.37386,87.58875407,58.24732707,47.31754,80.6281,16.25679,48.06747667,26.28482695,54.6831845
1411.55779,25.68337,214.53947,228.74698,156.32327,92.55827567,59.20953142,48.68833,94.87924,-1.49643,47.35704667,39.35646223,83.10582056
1412.50267,24.82395,201.95126,261.89024,162.88848,100.6463507,61.78850135,59.36915,106.67695,-9.72024,52.10862,47.79548746,91.72280413
1413.44738,24.71292,181.76509,269.03769,158.50523,101.0920835,63.77838981,55.95721,120.163,-9.0428,55.69247,52.74837915,94.71366443
1414.39193,25.72508,161.68091,289.97935,159.12845,107.8964507,67.80462619,54.02865,142.57199,-0.44394,65.38556667,58.93569222,90.13562965
1415.33631,28.17336,150.51122,304.83089,161.17182,113.1962413,70.23327113,80.1515,165.28727,14.72474,86.72117,61.64218946,71.08090154
1416.28053,32.21297,148.83795,318.55227,166.5344,117.565363,70.59524216,111.27306,181.11934,34.73095,109.0411167,59.78364526,54.8266994
1417.22459,37.92237,146.2386,313.58462,165.9152,113.3954595,68.3454316,133.64624,204.83234,58.03879,132.1724567,59.93727615,45.34778097
1418.16849,45.56189,130.27438,331.5559,169.13072,119.945835,70.91901164,162.77441,250.15549,84.00934,165.6464133,67.85927641,40.96634213
1419.11222,55.87807,101.58336,312.27825,156.57989,111.6653545,71.31525924,209.66908,306.52871,112.81029,209.66936,79.0852138,37.71901331
1420.05579,70.29121,76.95944,272.34652,139.86572,93.7176164,67.00542235,258.34342,358.83148,144.57866,253.9178533,87.52430881,34.46953716
1420.9992,90.89826,73.26784,236.90316,133.68975,73.33695482,54.85607896,295.8244,407.78838,178.76424,294.1256733,93.50642912,31.79131834
1421.94244,120.33802,90.48077,201.07049,137.29643,46.71339715,34.02375222,338.96392,459.43393,214.23178,337.54321,100.1083993,29.65795083
1422.88552,161.59375,114.78144,144.4482,140.27446,19.33758258,13.78553343,385.34976,513.52328,249.77461,382.88255,107.6890758,28.1258772
1423.82844,217.75752,136.37926,90.51239,148.21639,52.61760803,35.50053272,436.53721,571.32527,284.36728,430.7432533,117.2217257,27.21382744
1424.7712,291.7472,160.43623,65.15346,172.44563,92.89546102,53.86942019,491.88117,638.79972,316.974,482.55163,131.5503167,27.26139724
1425.71379,386.00879,202.4097,24.87451,204.431,147.4393803,72.12183098,533.46458,708.43573,346.2551,529.3851367,147.8877583,27.93575944
1426.65622,502.23761,274.04394,-3.93296,257.44953,206.9761537,80.39484621,570.66694,760.30428,370.4953,567.1555067,159.1582186,28.06253607
1427.59849,641.1168,372.43022,-5.82893,335.90603,265.3742097,79.00251438,604.88493,796.8414,387.82786,596.5180633,167.0838558,28.00985688
1428.54059,802.1241,485.04855,9.02587,432.06617,325.9412522,75.43780902,630.6403,839.38191,396.74559,622.2559333,180.8027491,29.05601047
1429.48254,983.55148,605.98024,26.88214,538.80462,393.436551,73.02026307,645.35965,885.015,396.70719,642.3606133,199.3621077,31.03585487
1430.42432,1182.82155,741.99743,26.70568,650.50822,476.3952721,73.23432009,641.33186,913.56626,388.4206,647.7729067,214.4381906,33.10391472
1431.36594,1396.97114,902.19808,52.33544,783.83489,555.2889191,70.84258767,632.78603,925.8467,373.55151,644.0614133,225.6144867,35.02996485
1432.30739,1623.04506,1086.73162,78.05243,929.27637,640.4918285,68.92371841,614.98083,934.21633,354.1128,634.4366533,237.225523,37.39152235
1433.24869,1858.26986,1286.92115,68.93828,1071.37643,746.2222728,69.6508017,581.50545,934.13107,331.93253,615.85635,247.0435301,40.11382364
1434.18982,2100.11995,1494.08973,84.46172,1226.2238,844.4065539,68.86235236,561.51418,914.29024,308.31037,594.70493,248.5009995,41.78559601
1435.13079,2346.46472,1707.10076,83.92421,1379.16323,952.3408555,69.052077,538.11165,881.31648,283.79729,567.7418067,244.8343048,43.12423393
1436.07159,2595.80493,1929.55386,106.28312,1543.88064,1052.295138,68.15909929,486.95876,851.26776,258.13375,532.12009,244.2425676,45.89989594
1437.01224,2847.36785,2160.02127,129.01905,1712.13606,1154.066989,67.405098,442.4478,824.10982,230.52539,499.02767,245.6102334,49.21775849
1437.95272,3100.80784,2390.95456,132.63893,1874.80044,1265.521756,67.50167801,408.58258,787.851,200.45133,465.6283033,243.1738116,52.22487763
1438.89304,3355.52086,2617.97757,136.16046,2036.55296,1377.101128,67.61921518,359.35043,738.86126,168.66187,422.2911867,236.999283,56.12224231
1439.8332,3609.90807,2843.63966,166.11358,2206.55377,1476.333058,66.90673383,315.52041,681.01014,137.33297,377.9545067,226.3032311,59.87578587
1440.7732,3861.02959,3070.74213,214.79912,2382.19028,1566.168764,65.74490617,291.38516,619.06067,108.95413,339.7999867,211.0452828,62.10867897
1441.71303,4104.87257,3294.81779,233.4029,2544.36442,1667.224149,65.52615405,261.76104,559.45012,85.05819,302.0897833,195.7578972,64.80123062
1442.6527,4337.06051,3503.13507,250.79292,2696.99617,1762.912487,65.36577642,227.87537,504.93328,66.04251,266.28372,181.2230265,68.05636729
1443.59221,4553.56908,3683.13434,255.18062,2830.62801,1855.462407,65.54949645,201.61403,450.72064,51.96618,234.76695,164.4700924,70.05674877
1444.53156,4751.11044,3834.44303,231.65146,2939.06831,1950.666431,66.37023113,188.12467,391.32202,43.29153,207.5794067,142.7472605,68.76754434
1445.47075,4927.16842,3968.26289,235.73001,3043.72044,2023.772491,66.49009103,194.07035,333.23813,40.82395,189.3774767,119.4237008,63.06119549
1446.40977,5079.88547,4091.34959,270.93473,3147.38993,2073.611453,65.88352568,203.68874,293.4345,45.03217,180.71847,102.7023348,56.83001567
1447.34864,5207.99198,4197.97036,281.82571,3229.26268,2124.550847,65.7905862,208.3981,272.65215,55.53883,178.8630267,91.06330709,50.91231474
1448.28734,5310.81483,4282.18725,268.02801,3287.01003,2175.654385,66.18946595,212.42113,250.55417,71.15287,178.0427233,77.16913348,43.34304264
1449.22588,5388.2415,4346.38182,273.94131,3336.18821,2206.714746,66.14479181,215.97844,221.35627,90.15773,175.8308133,60.61978868,34.47620331
1450.16425,5440.51577,4392.98745,299.94157,3377.81493,2218.003188,65.66384582,229.87,202.13797,110.73024,180.9127367,50.90156187,28.13597473
1451.10247,5467.94154,4422.28001,284.8667,3391.69608,2237.951984,65.98327005,248.80771,197.1282,131.60168,192.51253,47.96034247,24.91284202
1452.04053,5470.74102,4439.47717,280.44796,3396.88872,2243.513394,66.04612571,253.41813,189.98877,152.57355,198.66015,41.62372682,20.95222762
1452.97842,5449.22568,4448.18112,287.1595,3394.85543,2235.151458,65.83937091,256.44753,173.97946,174.28492,201.5706367,38.80402379,19.25083158
1453.91615,5404.17667,4439.81524,259.30406,3367.76532,2232.994523,66.30493253,262.3552,157.49662,197.37657,205.7427967,43.21516525,21.00446089
1454.85372,5337.15355,4405.16299,212.82376,3318.3801,2228.678493,67.16163989,258.66544,144.84748,221.70283,208.40525,47.40781391,22.7478981
1455.79113,5250.51096,4351.39351,174.15452,3258.68633,2211.764818,67.87289704,266.15177,133.7523,245.8871,215.2637233,58.22799048,27.04960668
1456.72837,5147.12891,4294.19267,167.01769,3202.77976,2174.666802,67.8993551,278.2426,124.25348,267.33788,223.2779867,70.16227818,31.42373291
1457.66546,5030.02276,4238.24883,154.64719,3140.97293,2136.247886,68.01229852,264.14315,119.72107,282.99939,222.28787,72.93307797,32.81019246
1458.60238,4901.97425,4174.86395,164.6028,3080.48033,2083.095243,67.62241664,241.09555,121.78128,290.68348,217.8534367,70.88551881,32.53816873
1459.53915,4765.2255,4094.11057,155.57765,3004.97124,2033.368582,67.66682339,221.11897,127.34647,290.17044,212.8786267,66.72749931,31.3453259
1460.47575,4621.21879,3995.22861,158.19403,2924.88048,1972.964157,67.45452235,197.26849,129.90641,283.30329,203.49273,62.7784813,30.85047869
1461.41219,4470.36489,3888.69504,179.60067,2846.2202,1900.478842,66.77202424,171.66755,121.45323,272.86897,188.66325,62.97259692,33.37830601
1462.34847,4311.91124,3785.88813,196.84227,2764.88055,1828.531382,66.13419092,149.40739,100.97416,260.86372,170.41509,66.94356053,39.28264834
1463.28459,4144.0848,3680.98524,241.24197,2688.77067,1740.960052,64.74929496,134.09413,82.25214,247.5115,154.6192567,69.01026318,44.63238581
1464.22054,3964.62668,3548.98079,259.07167,2590.89305,1657.555143,63.97620861,114.3871,77.25301,232.09124,141.2437833,66.00343651,46.73015332
1465.15634,3771.60402,3372.64205,240.64066,2461.62891,1578.899251,64.14042526,92.2593,80.51235,214.8203,129.1973167,60.73422519,47.00889056
1466.09197,3564.18373,3167.06519,210.509,2313.91931,1496.145486,64.65849865,74.48872,84.46801,197.70288,118.8865367,55.88028,47.00303463
1467.02745,3343.06387,2963.99344,210.02862,2172.36198,1396.182354,64.27024442,63.95832,90.27363,183.29481,112.50892,51.19313465,45.50140082
1467.96276,3110.44704,2774.79673,235.67347,2040.30575,1283.403943,62.90253034,61.39625,98.67134,172.62553,110.8977067,46.22482171,41.68239642
1468.89791,2869.64567,2584.16735,234.36101,1896.05801,1180.763075,62.27462812,55.10074,107.34114,164.3388,108.9268933,44.61034557,40.95439079
1469.8329,2624.53996,2379.4163,233.36373,1745.77333,1074.106916,61.52613845,46.33247,114.87609,155.68329,105.6306167,45.11843335,42.71340523
1470.76773,2379.12705,2168.5578,228.15783,1591.94756,968.1689498,60.81663581,38.98953,121.82811,144.23427,101.68397,45.26553955,44.51590507
1471.7024,2137.26072,1963.73832,206.87231,1435.95712,871.9765296,60.72441283,28.00844,130.20618,129.08952,95.76804667,47.91544604,50.03281127
1472.63691,1902.49279,1762.57966,208.70618,1291.25954,767.608954,59.44652722,15.65747,139.8121,111.19697,88.88884667,53.0837848,59.71928626
1473.57126,1677.89175,1558.84088,178.26526,1138.33263,680.6077155,59.78988018,14.12439,144.19822,92.93829,83.75363333,53.49809187,63.87554754
1474.50544,1465.83945,1360.26183,154.5772,993.55949,594.8137663,59.86695032,10.14746,138.35031,77.14753,75.2151,52.35642846,69.60893286
1475.43947,1267.92419,1179.10693,148.88838,865.3065,507.880116,58.69366705,7.68793,129.47535,66.07587,67.74638333,49.73353583,73.41135184
1476.37334,1085.0345,1013.2496,130.74212,743.00874,433.9286258,58.40155067,13.13738,126.003,60.99416,66.71151333,46.25421164,69.33467602
1477.30704,917.61619,854.63239,107.05204,626.43354,368.1572098,58.77035412,7.34833,123.12142,62.46076,64.31017,47.28225411,73.52220357
1478.24058,765.91856,708.37841,98.15892,524.15196,302.1371344,57.64304198,16.11521,114.11782,70.56987,66.9343,40.09190208,59.89739503
1479.17397,630.0784,585.41614,105.28392,440.25949,237.5642398,53.96004975,29.15617,101.63286,84.92419,71.90440667,30.98767192,43.09565068
1480.10719,510.05227,483.8531,121.91255,371.93931,177.1188554,47.62036457,37.20897,88.77255,104.83652,76.93934667,28.8489157,37.49565983
1481.04025,405.53801,391.93188,116.19176,304.55388,133.3079113,43.77153603,60.1409,75.1878,129.88686,88.40518667,29.96830789,33.89881185
1481.97315,315.99802,303.42295,122.76303,247.39467,88.27727809,35.68277283,83.77371,63.34409,160.18228,102.43336,41.67769719,40.6876209
1482.9059,240.75056,223.15579,132.22942,198.71192,47.5558368,23.93205037,119.30503,54.64039,195.99948,123.3149667,57.77922219,46.85499559
1483.83848,179.00527,160.95932,107.37006,149.11155,30.42124333,20.40166796,154.15018,43.75335,237.33916,145.0808967,79.29083757,54.65284499
1484.7709,129.79163,120.10716,102.09985,117.33288,11.47406182,9.779067744,181.30175,29.5388,283.88896,164.9098367,104.4829239,63.35760561
1485.70316,91.85966,91.72566,104.0302,95.87184,5.769091056,6.017503217,224.82872,21.33039,335.25679,193.8053,130.023807,67.08991294
1486.63526,63.68241,66.64656,103.15677,77.82858,17.95057015,23.06423957,267.36912,22.87649,391.06114,227.10225,152.9837676,67.36338703
1487.5672,43.62616,50.25205,74.40252,56.09358,13.22595073,23.57836802,300.89225,26.11892,450.57717,259.1961133,175.7747182,67.81533719
1488.49898,30.22065,54.19618,99.19861,61.20515,28.59293563,46.71655184,338.40998,27.64508,512.02589,292.69365,200.3724522,68.4580797
1489.4306,22.37274,75.09984,126.41884,74.63047,42.47793906,56.91768933,374.88468,31.58655,572.20732,326.2261833,223.3732918,68.47190789
1490.36206,19.39608,95.61973,123.33293,79.44958,43.94559144,55.31255349,405.11691,36.70554,627.12688,356.3164433,243.4960011,68.33700933
1491.29336,20.83349,107.51832,113.46982,80.60721,42.33618067,52.52158047,431.90562,38.46658,673.19706,381.1897533,261.5973623,68.62654622
1492.2245,26.18006,119.73226,117.91979,87.94404,43.67999445,49.66794162,451.18334,38.26537,707.98985,399.1461867,275.87874,69.117218
1493.15548,34.69727,139.57504,108.20441,94.15891,43.95295806,46.67955274,465.90391,40.19374,730.28708,412.1282433,284.2839792,68.97949456
1494.08629,45.42883,157.92083,80.9649,94.77152,46.95089337,49.54114208,468.84426,46.50992,739.98933,418.4478367,285.3457232,68.19146814
1495.01695,57.34311,161.40567,84.30502,101.01793,44.09644886,43.65210102,458.2858,56.82644,738.10055,417.7375967,279.6029576,66.93267731
1495.94745,69.4345,152.42155,48.57791,90.14465,44.85203994,49.75563158,449.14538,65.17922,726.41722,413.5806067,271.1181329,65.55387959
1496.87779,80.71265,146.92552,53.83562,93.8246,39.11840768,41.69312492,424.76595,65.98219,706.88486,399.211,262.2706613,65.69725317
1497.80797,90.18377,153.67234,52.18917,98.68176,41.86382945,42.42306729,390.94092,61.55543,681.14978,377.8820433,253.1168246,66.98302527
1498.73799,96.98134,163.84485,75.6654,112.16386,37.56581435,33.49190582,355.74672,54.49121,650.5295,353.5891433,243.3363956,68.81896693
1499.66785,100.65606,164.84909,103.78498,123.09671,29.55101196,24.00633775,313.5954,46.05208,616.05934,325.2356067,232.8500088,71.59425477
1500.59755,101.44463,158.17914,93.96705,117.86361,28.67037055,24.32504023,281.54388,44.33946,578.43899,301.4407767,218.4986527,72.48476969
1501.52709,100.31912,153.31955,96.73735,116.79201,25.87023174,22.15068629,243.32464,53.31881,538.13395,278.2591333,199.4605126,71.68156897
1502.45647,98.76668,148.10854,84.02474,110.29999,27.40372514,24.84472133,203.64631,60.23001,495.75931,253.2118767,181.2254615,71.57067981
1503.3857,98.39103,133.38651,69.50213,100.42656,26.12037555,26.00942973,173.67244,56.50137,452.40507,227.5262933,166.0524276,72.9816432
1504.31476,100.47901,117.35122,91.45878,103.09634,10.73133764,10.40903842,138.58471,56.00193,409.51062,201.3657533,150.9926997,74.98429955
1505.24366,105.6855,123.4157,103.54232,110.88117,8.906330116,8.032319749,109.93889,68.43703,368.42131,182.2657433,132.7178017,72.81554905
1506.1724,113.96422,159.18014,108.13757,127.09398,22.81269925,17.94947271,78.56275,80.89938,330.0968,163.18631,118.0273943,72.32677442
1507.10099,124.74424,206.68589,110.1638,147.19798,42.48337857,28.86138694,44.77299,86.86295,295.09258,142.24284,109.4384864,76.93778215
1508.02941,137.18948,247.03205,91.65445,158.62533,65.21846,41.11478287,24.4952,97.36466,263.53824,128.4660333,100.0362111,77.86977503
1508.95767,150.37854,277.83647,115.58209,181.2657,69.74780019,38.47821192,9.12572,113.05737,235.03647,119.0731867,92.32572512,77.53695665
1509.88578,163.39656,304.61663,123.11639,197.04319,77.82311666,39.49546121,4.18519,122.37634,208.81021,111.79058,83.87249624,75.02644341
1510.81372,175.42327,328.59693,140.15721,214.7258,81.79608329,38.09327211,6.8792,126.14212,184.27535,105.7655567,73.84105344,69.8157848
1511.74151,185.85171,346.53368,160.44605,230.94381,82.3898248,35.67526872,4.25218,134.39971,161.66115,100.1043467,68.68539349,68.61379728
1512.66914,194.38057,356.88309,164.33355,238.5324,84.58080802,35.45883411,6.87556,146.24008,142.05525,98.39029667,64.73323964,65.79230049
1513.5966,200.98831,363.03179,153.786,239.2687,89.6102351,37.45171646,10.19603,152.37656,126.67639,96.41632667,61.86317888,64.16255527
1514.52391,205.76483,369.60807,151.1367,242.16987,92.83113665,38.33306623,11.64051,151.76856,115.91787,93.10898,59.43709109,63.83604578
1515.45106,208.68593,376.49676,153.09156,246.09142,94.96261956,38.58835044,27.91259,152.5545,108.95957,96.47555333,51.64487349,53.53156494
1516.37805,209.45563,379.71049,155.47859,248.2149,95.55695403,38.49767038,38.72798,156.36007,104.16423,99.75076,48.12439567,48.24464061
1517.30488,207.50514,376.79381,167.14533,250.48143,90.82342651,36.25954487,44.3597,154.36247,99.78784,99.50333667,44.90889339,45.13305272
1518.23156,202.16531,366.1617,191.07158,253.13286,80.0516756,31.62437133,57.09291,142.68643,94.60711,98.12881667,35.03202801,35.70004123
1519.15807,192.94178,344.97346,209.06515,248.99346,68.18656068,27.38488018,60.06497,126.16742,88.47627,91.56955333,27.07470868,29.56737004
1520.08442,179.78516,313.98314,175.58882,223.11904,64.27345652,28.8068004,61.23532,107.61867,82.56233,83.80544,18.95631436,22.61943182
1521.01062,163.28075,279.79549,197.78235,213.61953,48.86739446,22.87590206,62.48034,90.01532,78.69253,77.06273,11.30002852,14.6634158
1521.93665,144.69689,249.62402,206.16225,200.16105,43.04599419,21.50567965,69.64735,78.39731,78.07868,75.37444667,4.051757515,5.375505485
1522.86253,125.83109,226.98954,184.58244,179.13436,41.47705559,23.15415959,74.76072,71.0395,80.55501,75.45174333,3.915300548,5.189145241
1523.78825,108.67342,208.91096,205.87897,174.48778,46.55424117,26.68051664,68.3551,63.5006,84.86453,72.24007667,9.144184273,12.65804896
1524.71381,95.00967,187.7896,212.75624,165.18517,50.65756856,30.66714074,67.40444,54.51177,89.46177,70.45932667,14.43086679,20.48113071
1525.63921,86.0827,164.61011,233.68038,161.45773,60.29771643,37.34582199,54.85359,45.29863,93.09411,64.41544333,20.65064578,32.05853241
1526.56445,82.36704,154.95985,244.23538,160.52076,66.19935869,41.24037208,41.5062,43.05844,94.8109,59.79184667,24.77031738,41.42758379
1527.48953,83.51592,169.35185,235.19417,162.68731,62.10144882,38.17227589,45.18434,49.73784,93.62668,62.84962,21.84191929,34.75266722
1528.41446,88.54507,194.23324,228.51225,170.43019,59.56868238,34.95195445,45.59374,55.27337,88.50164,63.12291667,18.37540943,29.11052024
1529.33923,96.18944,205.90059,206.12351,169.40451,51.77095483,30.56055286,36.78516,59.40291,78.94195,58.37667333,17.22572896,29.50789754
1530.26383,105.22872,197.57667,185.57464,162.79334,40.9981835,25.18418966,27.37731,72.4674,65.59376,55.14615667,19.83504249,35.96813211
1531.18828,114.63367,182.50098,187.43265,161.52243,33.21643607,20.56459655,28.29543,92.01178,50.05832,56.78851,26.4438387,46.56547371
1532.11257,123.55877,175.16508,158.64053,152.45479,21.51743962,14.11398069,31.87211,108.49247,34.1728,58.17912667,35.58930253,61.17194356
1533.0367,131.28165,177.10218,138.53563,148.97315,20.10947807,13.4987265,34.90471,122.12435,19.67335,58.90080333,45.13617338,76.63082816
1533.96068,137.16397,181.02549,132.83211,150.34052,21.76949911,14.48012759,36.91506,136.53713,8.44824,60.63347667,54.91577431,90.57005689
1534.88449,140.67468,184.67836,92.46123,139.27142,37.6605595,27.04112553,34.15523,149.14184,2.60315,61.96674,62.97357638,101.6248013
1535.80815,141.46782,194.06629,78.10156,137.87856,47.41038395,34.38561003,33.63241,154.98939,3.71504,64.11228,65.41023925,102.0245096
1536.73165,139.43991,212.11826,81.02195,144.19337,53.62528747,37.18984269,34.98474,156.7234,11.68799,67.79871,63.59447046,93.79893873
1537.65499,134.68766,232.18794,95.286,154.05387,57.54315925,37.35262168,48.57913,161.9505,24.22626,78.25196333,60.01305052,76.69207003
1538.57817,127.39736,245.30792,87.54552,153.41693,66.98262143,43.6605148,65.46628,167.80258,37.51978,90.26288,56.00330658,62.04467062
1539.50119,117.80453,247.92904,82.67204,149.46854,71.08410981,47.55790738,79.39441,166.27367,47.87666,97.84824667,50.06576382,51.16674598
1540.42406,106.2912,241.27712,94.25036,147.27289,66.65253899,45.25784684,94.93516,160.91733,53.40122,103.08457,44.26991559,42.94523962
1541.34676,93.51454,227.90184,75.8898,132.43539,67.88735618,51.26073641,96.10291,155.75748,54.71114,102.19051,41.47597587,40.58691543
1542.26931,80.43718,211.50784,51.93001,114.62501,69.48801694,60.62203784,93.48714,146.13189,54.23655,97.95186,37.64871553,38.43593734
1543.1917,68.24091,197.85126,76.74476,114.27898,59.19641753,51.79991765,89.43263,132.99453,54.63122,92.35279333,32.05825535,34.71281614
1544.11393,58.13988,191.2987,85.26601,111.5682,57.45532527,51.49794052,89.48197,120.36054,57.42205,89.08818667,25.69603964,28.84337487
1545.03601,51.10347,190.22487,85.70033,109.00956,59.1392764,54.25145868,92.12876,106.82787,62.61941,87.19201333,18.3825204,21.082803
1545.95793,47.59528,189.81749,109.69093,115.70123,58.21730593,50.31692915,86.50767,93.08476,69.12913,82.90718667,10.10579577,12.18928802
1546.87968,47.50574,188.22853,118.87817,118.20415,57.45181539,48.60389029,87.93424,78.39296,75.41727,80.58149,5.339218555,6.625862285
1547.80128,50.32249,185.52181,159.21165,131.68532,58.52628072,44.44404336,82.50406,62.08521,80.14378,74.91101667,9.120260154,12.17479159
1548.72273,55.38996,180.7046,156.37998,130.82485,54.2570326,41.47303253,74.91477,53.94944,82.76853,70.54424667,12.16445896,17.24372934
1549.64401,62.09389,174.53668,152.70869,129.77975,48.68365474,37.51252005,77.66788,57.18708,84.0129,72.95595333,11.44720765,15.69057373
1550.56514,69.92544,170.26705,153.40384,131.19878,43.87032636,33.43805968,73.83921,59.48201,85.85965,73.06029,10.78270251,14.75863635
1551.48611,78.46904,170.47199,171.05484,139.99862,43.50863629,31.07790369,64.5934,54.94738,90.99445,70.17841,15.23684277,21.71158163
1552.40692,87.38797,178.16989,202.34842,155.96876,49.48834136,31.72964981,53.99554,49.29304,101.9578,68.41546,23.79558511,34.7810058
1553.32757,96.45249,196.82348,238.03203,177.10267,59.45796496,33.5725966,42.19287,47.23461,120.35944,69.92897333,35.71907765,51.07908202
1554.24807,105.55914,223.84606,260.65343,196.68621,66.16546323,33.64011296,39.53284,49.33636,146.50255,78.45725,48.28146221,61.53856044
1555.16841,114.65415,250.63534,282.31742,215.86897,72.72903313,33.69128649,39.8931,54.80342,179.63921,91.44524333,62.65892449,68.52070399
1556.08859,123.59591,272.74086,298.17862,231.50513,77.00679506,33.26353721,34.54907,63.16631,218.55181,105.4223967,80.84320102,76.68503428
1557.00861,132.09327,292.20943,316.20997,246.83756,81.72594436,33.10920119,32.46533,72.61756,261.87413,122.3190067,100.0325771,81.78007642
1557.92848,139.76303,307.44764,361.44334,269.55134,94.38445252,35.01538984,29.86563,81.81083,308.0849,139.9204533,120.7864142,86.32505924
1558.84819,146.21987,309.94188,375.22808,277.12994,96.328111,34.75918589,35.81861,94.16568,355.64954,161.8779433,139.0723287,85.91184556
1559.76774,151.14409,295.71444,376.54601,274.46818,93.23825773,33.97051627,50.54631,111.11876,403.53299,188.3993533,154.1192539,81.80455569
1560.68713,154.35357,273.95434,352.85502,260.38764,81.60370848,31.33931721,61.65054,127.9918,451.67992,213.7740867,170.3910793,79.70614303
1561.60636,155.86246,259.00071,346.0976,253.65359,77.75515371,30.65407184,81.64222,143.76123,500.91253,242.1053267,184.7531131,76.31104845
1562.52544,155.83715,254.73283,343.98515,251.51838,76.84472226,30.55232872,98.89322,160.38564,552.24716,270.5086733,200.7946888,74.22855849
1563.44436,154.43063,251.65375,322.59242,242.89227,68.93073623,28.37913954,111.99252,171.92124,606.25411,296.7226233,220.2349788,74.22250999
1564.36313,151.62218,242.4562,284.38383,226.15407,55.41199334,24.50187757,139.83188,173.71222,662.93388,325.49266,239.0075342,73.4294697
1565.28173,147.20412,234.42475,261.05359,214.22749,48.62353709,22.6971511,169.71547,173.41306,721.87033,354.99962,259.4211588,73.07646098
1566.20018,140.927,238.91985,208.84979,196.23221,40.98822671,20.88761407,200.92817,175.05922,782.15993,386.0491067,280.2916801,72.60518812
1567.11848,132.71381,253.31219,170.67298,185.56633,50.347798,27.13196839,239.31606,173.61448,842.14062,418.3570533,300.8582811,71.91423658
1568.03661,122.86497,262.41399,146.85874,177.37923,60.92130241,34.34522881,278.18176,170.37634,899.48258,449.3468933,321.3223765,71.50875666
1568.95459,112.19765,256.49191,115.39951,161.36302,67.2789803,41.69417522,321.1006,167.41215,952.03734,480.1833633,339.4993043,70.70201306
1569.87241,102.04691,242.25264,96.55229,146.95061,67.42603319,45.88346601,368.54949,160.31362,999.14561,509.33624,356.6281524,70.01821672
1570.79007,94.09097,236.14543,43.13787,124.45809,81.66843959,65.6192294,417.20968,151.32972,1042.51162,537.0170067,373.5564584,69.56138329
1571.70758,90.06033,248.00598,44.66371,127.57667,87.14978181,68.31169195,467.8635,144.56513,1085.85078,566.0931367,390.5051983,68.98250006
1572.62493,91.42888,272.99417,64.75719,143.06008,92.52025209,64.67230557,517.89245,133.31693,1133.44446,594.8846133,411.9139182,69.24265798
1573.54212,99.14378,303.01415,100.8331,167.66368,95.70972234,57.08435025,570.46243,115.18373,1188.60748,624.7512133,439.9015729,70.41227988
1574.45916,113.42509,340.22635,149.93096,201.19413,99.43385604,49.42184746,629.76601,100.95159,1252.90341,661.2070033,470.8075693,71.20426234
1575.37604,133.66629,389.53703,205.87409,243.0258,107.7114858,44.32100862,695.39433,97.56584,1326.20324,706.3878033,501.6493513,71.01613999
1576.29276,158.44479,443.56637,256.18936,286.06684,118.3020899,41.35470224,775.10396,100.96576,1407.38207,761.1505967,533.4334798,70.08251483
1577.20932,185.64378,486.23066,309.2518,327.04208,123.3571742,37.71905262,863.23394,103.89663,1495.42377,820.8514467,568.8785179,69.30346778
1578.12573,212.70108,508.11568,345.75231,355.52302,120.800239,33.97817643,964.99579,102.39807,1590.39345,885.9291033,610.0389159,68.85866077
1579.04198,236.95284,511.72596,361.28578,369.98819,112.3443097,30.36429613,1072.74436,101.01308,1693.5001,955.7525133,655.3721825,68.57132713
